"SourceKey","IssueType","Summary","Error","ErrorDetails","Priority","Status","Assignee","Reporter","Created","Updated","Description","SourceURL"
"POS-581","Story","Receive/Ingest daily TWNVOI data from FNI-EDW into OMF Snowflake","Failed to create issue POS-581 even after field removal: Response status code does not indicate success: 400 (Bad Request).","Bad Request - Invalid data or missing required fields","High","Ready for Work","Scott Mchugh","Scott Mchugh","5/12/2025 10:51:23 AM","6/9/2025 2:52:05 PM","ADF content - parsing failed","https://onemain.atlassian.net/browse/POS-581"
